formula,activity,syngony,length,width,depth,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_max,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,pdf_file,pdf_downloaded
ZnFe2O4,peroxidase,,104,27,27,,0.509,mM,9.18,10-8 M s-1,text,TMB + H2O2,36.0,678.0,176.0,mM,1.0,mg mL-1,4.0,,10.1039/C5NJ02547H,C5NJ02547H,0,Hierarchical growth of ZnFe<sub>2</sub>O<sub>4</sub> for sensing applications,New J. Chem.,2016,data/pdfs/pdf_nanozymes/C5NJ02547H.pdf,False
Eu2O2S,peroxidase,hexagonal,8-12,8-12,0.3,,0.034,mM,0.000522,M s-1,text,TMB + H2O2,0.03,2.0,,,,,4.0,40.0,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,data/pdfs/pdf_nanozymes/C5NJ02705E.pdf,False
Eu2O2S,peroxidase,hexagonal,8-12,8-12,0.3,,30.11,mM,0.001809,M s-1,text,H2O2 + TMB,3.0,80.0,10.0,mM,,,4.0,40.0,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,data/pdfs/pdf_nanozymes/C5NJ02705E.pdf,False
Eu2O2S,peroxidase,hexagonal,13,13,13,,0.14,mM,0.000683,M s-1,text,TMB + H2O2,0.03,2.0,,,,,4.0,40.0,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,data/pdfs/pdf_nanozymes/C5NJ02705E.pdf,False
Eu2O2S,peroxidase,hexagonal,13,13,13,,142.34,mM,0.004488,M s-1,text,H2O2 + TMB,3.0,80.0,10.0,mM,,,4.0,40.0,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,data/pdfs/pdf_nanozymes/C5NJ02705E.pdf,False
Eu2O2S,peroxidase,hexagonal,7,3,3,,0.182,mM,0.000679,M s-1,text,TMB + H2O2,0.03,2.0,,,,,4.0,40.0,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,data/pdfs/pdf_nanozymes/C5NJ02705E.pdf,False
Eu2O2S,peroxidase,hexagonal,7,3,3,,195.48,mM,0.00382,M s-1,text,H2O2 + TMB,3.0,80.0,10.0,mM,,,4.0,40.0,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,data/pdfs/pdf_nanozymes/C5NJ02705E.pdf,False
Eu2O3,peroxidase,hexagonal,,,,,0.27,mM,0.000787,M s-1,text,TMB + H2O2,0.03,2.0,,,,,4.0,40.0,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,data/pdfs/pdf_nanozymes/C5NJ02705E.pdf,False
Eu2O3,peroxidase,hexagonal,,,,,211.59,mM,0.004366,M s-1,text,H2O2 + TMB,3.0,80.0,10.0,mM,,,4.0,40.0,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,data/pdfs/pdf_nanozymes/C5NJ02705E.pdf,False
CuZnFeS,peroxidase,,12,12,12,,2.2,mM,390.0,nM s-1,text,TMB + H2O2,0.0,1.2,15.0,mM,2.0,mg mL−1,4.2,32.0,10.1039/C5NR01728A,C5NR01728A,0,Insight into the mechanism revealing the peroxidase mimetic catalytic activity of quaternary CuZnFeS nanocrystals: colorimetric biosensing of hydrogen peroxide and glucose,Nanoscale,2015,data/pdfs/pdf_nanozymes/C5NR01728A.pdf,False
CuZnFeS,peroxidase,,12,12,12,,0.07,mM,5.6,nM s-1,text,H2O2 + TMB,0.0,0.5,15.0,mM,2.0,mg mL−1,4.2,32.0,10.1039/C5NR01728A,C5NR01728A,0,Insight into the mechanism revealing the peroxidase mimetic catalytic activity of quaternary CuZnFeS nanocrystals: colorimetric biosensing of hydrogen peroxide and glucose,Nanoscale,2015,data/pdfs/pdf_nanozymes/C5NR01728A.pdf,False
Pd,peroxidase,hexagonal,,,,,0.1098,mM,5.82e-08,M s-1,text,TMB + H2O2,0.0,0.8,10.0,mM,0.2,μg,4.5,25.0,10.1039/C5NR05675F,C5NR05675F,0,An investigation of the mimetic enzyme activity of two-dimensional Pd-based nanostructures,Nanoscale,2015,data/pdfs/pdf_nanozymes/C5NR05675F.pdf,False
Pd,peroxidase,hexagonal,,,,,4.398,mM,6.51e-08,M s-1,text,H2O2 + TMB,0.0,10.0,0.5,mM,0.2,μg,4.5,25.0,10.1039/C5NR05675F,C5NR05675F,0,An investigation of the mimetic enzyme activity of two-dimensional Pd-based nanostructures,Nanoscale,2015,data/pdfs/pdf_nanozymes/C5NR05675F.pdf,False
Pd@Pt,peroxidase,hexagonal,,,,,0.0865,mM,6.228e-08,M s-1,text,TMB + H2O2,0.0,0.8,10.0,mM,0.2,μg,4.5,25.0,10.1039/C5NR05675F,C5NR05675F,0,An investigation of the mimetic enzyme activity of two-dimensional Pd-based nanostructures,Nanoscale,2015,data/pdfs/pdf_nanozymes/C5NR05675F.pdf,False
Pd@Pt,peroxidase,hexagonal,,,,,2.231,mM,5e-08,M s-1,text,H2O2 + TMB,0.0,10.0,0.5,mM,0.2,μg,4.5,25.0,10.1039/C5NR05675F,C5NR05675F,0,An investigation of the mimetic enzyme activity of two-dimensional Pd-based nanostructures,Nanoscale,2015,data/pdfs/pdf_nanozymes/C5NR05675F.pdf,False
MoS2Pt74Ag26,peroxidase,,,,,polyallylamine hydrochloride,25.71,mM,7.29,10-8 M s-1,text,TMB + H2O2,0.0,8.0,1.0,mM,,,4.0,50.0,10.1039/C5NR08038J,C5NR08038J,0,Pt<sub>74</sub>Ag<sub>26</sub>nanoparticle-decorated ultrathin MoS<sub>2</sub>nanosheets as novel peroxidase mimics for highly selective colorimetric detection of H<sub>2</sub>O<sub>2</sub>and glucose,Nanoscale,2016,data/pdfs/pdf_nanozymes/C5NR08038J.pdf,False
MoS2Pt74Ag26,peroxidase,,,,,polyallylamine hydrochloride,0.386,mM,3.22,10-8 M s-1,text,H2O2 + TMB,0.0,4.0,1.0,mM,,,4.0,50.0,10.1039/C5NR08038J,C5NR08038J,0,Pt<sub>74</sub>Ag<sub>26</sub>nanoparticle-decorated ultrathin MoS<sub>2</sub>nanosheets as novel peroxidase mimics for highly selective colorimetric detection of H<sub>2</sub>O<sub>2</sub>and glucose,Nanoscale,2016,data/pdfs/pdf_nanozymes/C5NR08038J.pdf,False
Au@Pt,oxidase,,,,,,129.0,mM,14.0,mol L-1 min-1,text,Catechol,,,,,50.0,μg L-1,6.0,20.0,10.1039/C5RA07636F,C5RA07636F,0,Intrinsic polyphenol oxidase-like activity of gold@platinum nanoparticles,RSC Advances,2015,data/pdfs/pdf_nanozymes/C5RA07636F.pdf,False
Au@Pt,oxidase,,,,,,6.7,mM,9.91,mol L-1 min-1,text,DOPA,,,,,50.0,μg L-1,6.0,20.0,10.1039/C5RA07636F,C5RA07636F,0,Intrinsic polyphenol oxidase-like activity of gold@platinum nanoparticles,RSC Advances,2015,data/pdfs/pdf_nanozymes/C5RA07636F.pdf,False
Au@Pt,oxidase,,,,,,651.0,mM,44.38,mol L-1 min-1,text,Pyrogallol,,,,,50.0,μg L-1,6.0,20.0,10.1039/C5RA07636F,C5RA07636F,0,Intrinsic polyphenol oxidase-like activity of gold@platinum nanoparticles,RSC Advances,2015,data/pdfs/pdf_nanozymes/C5RA07636F.pdf,False
VO2,peroxidase,tetragonal,100-200,30-50,20-30,,0.165,mM,2.4,10-8 M s-1,text,TMB + H2O2,,,,,0.3,mg mL−1,4.0,25.0,10.1039/C5RA11014A,C5RA11014A,0,Synthesis and formation mechanism of VO<sub>2</sub>(A) nanoplates with intrinsic peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C5RA11014A.pdf,False
VO2,peroxidase,tetragonal,100-200,30-50,20-30,,0.058,mM,1.4,10-8 M s-1,text,H2O2 + TMB,,,,,0.3,mg mL−1,4.0,25.0,10.1039/C5RA11014A,C5RA11014A,0,Synthesis and formation mechanism of VO<sub>2</sub>(A) nanoplates with intrinsic peroxidase-like activity,RSC Advances,2015,data/pdfs/pdf_nanozymes/C5RA11014A.pdf,False
Cu,peroxidase,hexagonal,80-120,80-120,80-120,humic acid,1.047,mM,3.97,10-8 M s-1,si,TMB + H2O2,0.0,8.0,80.0,mM,0.25,mg mL−1,3.0,,10.1039/C5TB00684H,C5TB00684H,0,Humic acid-assisted synthesis of stable copper nanoparticles as a peroxidase mimetic and their application in glucose detection,Journal of Materials Chemistry B,2015,data/pdfs/pdf_nanozymes/C5TB00684H.pdf,False
Cu,peroxidase,hexagonal,80-120,80-120,80-120,humic acid,31.265,mM,26.4,10-8 M s-1,si,H2O2 + TMB,5.0,25.0,8.0,mM,0.25,mg mL−1,3.0,,10.1039/C5TB00684H,C5TB00684H,0,Humic acid-assisted synthesis of stable copper nanoparticles as a peroxidase mimetic and their application in glucose detection,Journal of Materials Chemistry B,2015,data/pdfs/pdf_nanozymes/C5TB00684H.pdf,False
Pt,peroxidase,,43.9,43.9,43.9,,,,1.52e-07,M s-1,text,TMB + H2O2,0.0,0.6,7.5,M,2.54e-14,M,4.0,37.0,10.1039/C6AN02722A,C6AN02722A,0,High-index {hk0} faceted platinum concave nanocubes with enhanced peroxidase-like activity for an ultrasensitive colorimetric immunoassay of the human prostate-specific antigen,The Analyst,2017,data/pdfs/pdf_nanozymes/C6AN02722A.pdf,False
Pt,peroxidase,,43.9,43.9,43.9,,,,1.29e-07,M s-1,text,H2O2 + TMB,0.0,4000.0,0.8,mM,2.54e-14,M,4.0,37.0,10.1039/C6AN02722A,C6AN02722A,0,High-index {hk0} faceted platinum concave nanocubes with enhanced peroxidase-like activity for an ultrasensitive colorimetric immunoassay of the human prostate-specific antigen,The Analyst,2017,data/pdfs/pdf_nanozymes/C6AN02722A.pdf,False
Pt,peroxidase,,48,48,48,,,,5.63e-08,M s-1,text,TMB + H2O2,0.0,0.6,7.5,M,3.48e-14,M,4.0,37.0,10.1039/C6AN02722A,C6AN02722A,0,High-index {hk0} faceted platinum concave nanocubes with enhanced peroxidase-like activity for an ultrasensitive colorimetric immunoassay of the human prostate-specific antigen,The Analyst,2017,data/pdfs/pdf_nanozymes/C6AN02722A.pdf,False
Pt,peroxidase,,48,48,48,,,,4.73e-08,M s-1,text,H2O2 + TMB,0.0,4000.0,0.8,mM,3.48e-14,M,4.0,37.0,10.1039/C6AN02722A,C6AN02722A,0,High-index {hk0} faceted platinum concave nanocubes with enhanced peroxidase-like activity for an ultrasensitive colorimetric immunoassay of the human prostate-specific antigen,The Analyst,2017,data/pdfs/pdf_nanozymes/C6AN02722A.pdf,False
Cu2-xSe,peroxidase,,40,40,40,poly(sodium 4-styrenesulfonate),12.6,mM,,,text,TMB + H2O2,0.0,2.0,100.0,mM,467.0,μg/mL,4.56,,10.1039/C6AY02275H,C6AY02275H,0,Aggregation-induced superior peroxidase-like activity of Cu<sub>2âˆ’x</sub>Se nanoparticles for melamine detection,Analytical Methods,2016,data/pdfs/pdf_nanozymes/C6AY02275H.pdf,False
Cu2-xSe,peroxidase,,40,40,40,poly(sodium 4-styrenesulfonate),0.58,mM,,,text,H2O2 + TMB,0.0,300.0,0.5,mM,467.0,μg/mL,4.56,,10.1039/C6AY02275H,C6AY02275H,0,Aggregation-induced superior peroxidase-like activity of Cu<sub>2âˆ’x</sub>Se nanoparticles for melamine detection,Analytical Methods,2016,data/pdfs/pdf_nanozymes/C6AY02275H.pdf,False
Cu2-xSe +Melamine,peroxidase,0,40,40,40,naked,4.1,mM,,,text,TMB + H2O2,0.0,2.0,100.0,mM,467.0,μg/mL,4.56,,10.1039/C6AY02275H,C6AY02275H,0,Aggregation-induced superior peroxidase-like activity of Cu<sub>2âˆ’x</sub>Se nanoparticles for melamine detection,Analytical Methods,2016,data/pdfs/pdf_nanozymes/C6AY02275H.pdf,False
Cu2-xSe +Melamine,peroxidase,0,40,40,40,naked,0.88,mM,,,text,H2O2 + TMB,0.0,300.0,0.5,mM,467.0,μg/mL,4.56,,10.1039/C6AY02275H,C6AY02275H,0,Aggregation-induced superior peroxidase-like activity of Cu<sub>2âˆ’x</sub>Se nanoparticles for melamine detection,Analytical Methods,2016,data/pdfs/pdf_nanozymes/C6AY02275H.pdf,False
Cu1.8S,peroxidase,hexagonal,160,160,4-6,,1.72,mM,,,text,TMB + H2O2,0.0,7.0,100.0,mM,30.0,mg mL−1,4.35,,10.1039/C6AY03034C,C6AY03034C,0,Use of the peroxidase mimetic activity of erythrocyte-like Cu<sub>1.8</sub>S nanoparticles in the colorimetric determination of glutathione,Analytical Methods,2017,data/pdfs/pdf_nanozymes/C6AY03034C.pdf,False
Cu1.8S,peroxidase,hexagonal,160,160,4-6,,37.1,mM,,,text,H2O2 + TMB,0.0,130.0,15.0,mM,30.0,mg mL−1,4.35,,10.1039/C6AY03034C,C6AY03034C,0,Use of the peroxidase mimetic activity of erythrocyte-like Cu<sub>1.8</sub>S nanoparticles in the colorimetric determination of glutathione,Analytical Methods,2017,data/pdfs/pdf_nanozymes/C6AY03034C.pdf,False
NiPd,peroxidase,,40,40,40,,0.11,mM,1.52,10-8 M s-1,si,TMB + H2O2,0.0,0.5,2.0,mM,3.6,μg mL−1,5.0,20.0,10.1039/C6CC00194G,C6CC00194G,0,Triple-enzyme mimetic activity of nickelâ€“palladium hollow nanoparticles and their application in colorimetric biosensing of glucose,Chemical Communications,2016,data/pdfs/pdf_nanozymes/C6CC00194G.pdf,False
NiPd,peroxidase,,40,40,40,,0.66,mM,26.18,10-8 M s-1,si,H2O2 + TMB,0.0,1.5,0.25,mM,3.6,μg mL−1,5.0,20.0,10.1039/C6CC00194G,C6CC00194G,0,Triple-enzyme mimetic activity of nickelâ€“palladium hollow nanoparticles and their application in colorimetric biosensing of glucose,Chemical Communications,2016,data/pdfs/pdf_nanozymes/C6CC00194G.pdf,False
Fe3O4,peroxidase,,,,,,458.9,mM,3.06,nM s-1,text,H2O2 + TMB,0.0,900.0,0.8,mM,0.2,μg,,,10.1039/C6CC08542C,C6CC08542C,0,Optimization of Fe<sub>3</sub>O<sub>4</sub> nanozyme activity via single amino acid modification mimicking an enzyme active site,Chemical Communications,2017,data/pdfs/pdf_nanozymes/C6CC08542C.pdf,False
Fe3O4,peroxidase,,,,,alanine,226.6,mM,4.45,nM s-1,text,H2O2 + TMB,0.0,900.0,0.8,mM,0.2,μg,,,10.1039/C6CC08542C,C6CC08542C,0,Optimization of Fe<sub>3</sub>O<sub>4</sub> nanozyme activity via single amino acid modification mimicking an enzyme active site,Chemical Communications,2017,data/pdfs/pdf_nanozymes/C6CC08542C.pdf,False
Fe3O4,peroxidase,,,,,histidine,37.99,mM,5.28,nM s-1,text,H2O2 + TMB,0.0,900.0,0.8,mM,0.2,μg,,,10.1039/C6CC08542C,C6CC08542C,0,Optimization of Fe<sub>3</sub>O<sub>4</sub> nanozyme activity via single amino acid modification mimicking an enzyme active site,Chemical Communications,2017,data/pdfs/pdf_nanozymes/C6CC08542C.pdf,False
Fe3O4,peroxidase,,,,,,101.4,mM,43.27,nM s-1,si,TMB + H2O2,0.0,0.8,,,0.2,μg,,,10.1039/C6CC08542C,C6CC08542C,0,Optimization of Fe<sub>3</sub>O<sub>4</sub> nanozyme activity via single amino acid modification mimicking an enzyme active site,Chemical Communications,2017,data/pdfs/pdf_nanozymes/C6CC08542C.pdf,False
Fe3O4,peroxidase,,,,,alanine,676.0,mM,831.0,nM s-1,si,TMB + H2O2,0.0,0.8,,,0.2,μg,,,10.1039/C6CC08542C,C6CC08542C,0,Optimization of Fe<sub>3</sub>O<sub>4</sub> nanozyme activity via single amino acid modification mimicking an enzyme active site,Chemical Communications,2017,data/pdfs/pdf_nanozymes/C6CC08542C.pdf,False
Fe3O4,peroxidase,,,,,histidine,589.0,mM,362.0,nM s-1,si,TMB + H2O2,0.0,0.8,,,0.2,μg,,,10.1039/C6CC08542C,C6CC08542C,0,Optimization of Fe<sub>3</sub>O<sub>4</sub> nanozyme activity via single amino acid modification mimicking an enzyme active site,Chemical Communications,2017,data/pdfs/pdf_nanozymes/C6CC08542C.pdf,False
Co3O4,peroxidase,cubic,8.3,8.3,8.3,,0.063,mM,18.8,nM s-1,text,TMB + H2O2,0.01,2.7,0.67,mM,0.05,nM,,,10.1039/C6NR00860G,C6NR00860G,0,Peroxidase-like activity of the Co<sub>3</sub>O<sub>4</sub>nanoparticles used for biodetection and evaluation of antioxidant behavior,Nanoscale,2016,data/pdfs/pdf_nanozymes/C6NR00860G.pdf,False
Co3O4,peroxidase,cubic,8.3,8.3,8.3,,0.61,mM,32.2,nM s-1,text,OPD + H2O2,0.02,2.7,0.67,mM,0.05,nM,,,10.1039/C6NR00860G,C6NR00860G,0,Peroxidase-like activity of the Co<sub>3</sub>O<sub>4</sub>nanoparticles used for biodetection and evaluation of antioxidant behavior,Nanoscale,2016,data/pdfs/pdf_nanozymes/C6NR00860G.pdf,False
CeO2,oxidase,,5,5,5,F-capped,0.062,mM,0.55,μM s-1,text,ABTS,0.0,1.6,,,10.0,μg/mL,4.0,25.0,10.1039/C6NR02730J,C6NR02730J,0,Boosting the oxidase mimicking activity of nanoceria by fluoride capping: rivaling protein enzymes and ultrasensitive F<sup>âˆ’</sup>detection,Nanoscale,2016,data/pdfs/pdf_nanozymes/C6NR02730J.pdf,False
CeO2,oxidase,,5,5,5,F-capped,0.14,mM,0.063,μM s-1,text,TMB,0.0,1.6,,,10.0,μg/mL,4.0,25.0,10.1039/C6NR02730J,C6NR02730J,0,Boosting the oxidase mimicking activity of nanoceria by fluoride capping: rivaling protein enzymes and ultrasensitive F<sup>âˆ’</sup>detection,Nanoscale,2016,data/pdfs/pdf_nanozymes/C6NR02730J.pdf,False
CeO2,oxidase,,5,5,5,,0.18,mM,1.2,μM s-1,text,ABTS,0.0,1.6,,,100.0,μg/mL,4.0,25.0,10.1039/C6NR02730J,C6NR02730J,0,Boosting the oxidase mimicking activity of nanoceria by fluoride capping: rivaling protein enzymes and ultrasensitive F<sup>âˆ’</sup>detection,Nanoscale,2016,data/pdfs/pdf_nanozymes/C6NR02730J.pdf,False
CeO2,oxidase,,5,5,5,,1.5,mM,0.069,μM s-1,text,TMB,0.0,1.6,,,100.0,μg/mL,4.0,25.0,10.1039/C6NR02730J,C6NR02730J,0,Boosting the oxidase mimicking activity of nanoceria by fluoride capping: rivaling protein enzymes and ultrasensitive F<sup>âˆ’</sup>detection,Nanoscale,2016,data/pdfs/pdf_nanozymes/C6NR02730J.pdf,False
BiOCl,peroxidase,tetragonal,100,100,15,,5.88,μM,6.66e-06,μM S-1,text,AR + H2O2,0.001,0.1,100.0,μM,2.0,μg mL−1,7.0,,10.1039/C6QM00149A,C6QM00149A,0,Metal-deposited bismuth oxyiodide nanonetworks with tunable enzyme-like activity: sensing of mercury and lead ions,Materials Chemistry Frontiers,2017,data/pdfs/pdf_nanozymes/C6QM00149A.pdf,False
BiOCl,peroxidase,tetragonal,100,100,15,,0.583,μM,2.46e-06,μM S-1,text,H2O2 + AR,0.001,0.1,5.0,μM,2.0,μg mL−1,7.0,,10.1039/C6QM00149A,C6QM00149A,0,Metal-deposited bismuth oxyiodide nanonetworks with tunable enzyme-like activity: sensing of mercury and lead ions,Materials Chemistry Frontiers,2017,data/pdfs/pdf_nanozymes/C6QM00149A.pdf,False
BiOBr,peroxidase,tetragonal,100,100,15,,6.23,μM,8.45e-06,μM S-1,text,AR + H2O2,0.001,0.1,100.0,μM,2.0,μg mL−1,7.0,,10.1039/C6QM00149A,C6QM00149A,0,Metal-deposited bismuth oxyiodide nanonetworks with tunable enzyme-like activity: sensing of mercury and lead ions,Materials Chemistry Frontiers,2017,data/pdfs/pdf_nanozymes/C6QM00149A.pdf,False
BiOBr,peroxidase,tetragonal,100,100,15,,0.408,μM,2.49e-06,μM S-1,text,H2O2 + AR,0.001,0.1,5.0,μM,2.0,μg mL−1,7.0,,10.1039/C6QM00149A,C6QM00149A,0,Metal-deposited bismuth oxyiodide nanonetworks with tunable enzyme-like activity: sensing of mercury and lead ions,Materials Chemistry Frontiers,2017,data/pdfs/pdf_nanozymes/C6QM00149A.pdf,False
BiOI,peroxidase,tetragonal,20,20,5,,31.3,μM,0.061,μM S-1,text,AR + H2O2,0.001,0.1,100.0,μM,2.0,μg mL−1,7.0,,10.1039/C6QM00149A,C6QM00149A,0,Metal-deposited bismuth oxyiodide nanonetworks with tunable enzyme-like activity: sensing of mercury and lead ions,Materials Chemistry Frontiers,2017,data/pdfs/pdf_nanozymes/C6QM00149A.pdf,False
BiOI,peroxidase,tetragonal,20,20,5,,32.9,μM,0.0276,μM S-1,text,H2O2 + AR,0.001,0.1,5.0,μM,2.0,μg mL−1,7.0,,10.1039/C6QM00149A,C6QM00149A,0,Metal-deposited bismuth oxyiodide nanonetworks with tunable enzyme-like activity: sensing of mercury and lead ions,Materials Chemistry Frontiers,2017,data/pdfs/pdf_nanozymes/C6QM00149A.pdf,False
BiOIF,peroxidase,tetragonal,100,100,10,,1.024,mM,2.86e-08,M/s,si,TMB + H2O2,0.2,0.8,10.0,mM,100.0,μg/mL,6.0,25.0,10.1039/C6RA00368K,C6RA00368K,0,BiOI hierarchical nanoflowers as novel robust peroxidase mimetics for colorimetric detection of H<sub>2</sub>O<sub>2</sub>,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA00368K.pdf,False
BiOIF,peroxidase,tetragonal,100,100,10,,0.0998,mM,7.35e-08,M/s,si,H2O2 + TMB,0.0,50.0,0.8,mM,100.0,μg/mL,6.0,25.0,10.1039/C6RA00368K,C6RA00368K,0,BiOI hierarchical nanoflowers as novel robust peroxidase mimetics for colorimetric detection of H<sub>2</sub>O<sub>2</sub>,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA00368K.pdf,False
Fe2O3,peroxidase,,20-50,20-50,20-50,,0.0887,mM,9.7e-09,M s-1,text,TMB + H2O2,0.0,0.32,80.0,mM,0.1,mg ,4.0,,10.1039/C6RA00963H,C6RA00963H,0,Soft template induced phase selective synthesis of Fe<sub>2</sub>O<sub>3</sub>nanomagnets: one step towards peroxidase-mimic activity allowing colorimetric sensing of thioglycolic acid,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA00963H.pdf,False
Fe2O3,peroxidase,,20-50,20-50,20-50,,157.19,mM,1.284e-08,M s-1,text,H2O2 + TMB,0.0,80.0,0.08,mM,0.1,mg ,4.0,,10.1039/C6RA00963H,C6RA00963H,0,Soft template induced phase selective synthesis of Fe<sub>2</sub>O<sub>3</sub>nanomagnets: one step towards peroxidase-mimic activity allowing colorimetric sensing of thioglycolic acid,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA00963H.pdf,False
BN,peroxidase,,420,420,420,,0.157,mM,18.54,10-8 M s-1,text,TMB + H2O2,0.0,1.0,100.0,mM,0.25,mg mL−1,4.0,45.0,10.1039/C6RA14856E,C6RA14856E,0,Cubic boron nitride with an intrinsic peroxidase-like activity,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA14856E.pdf,False
BN,peroxidase,,420,420,420,,10.88,mM,10.69,10-8 M s-1,text,H2O2 + TMB,0.0,200.0,1.0,mM,0.25,mg mL−1,4.0,45.0,10.1039/C6RA14856E,C6RA14856E,0,Cubic boron nitride with an intrinsic peroxidase-like activity,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA14856E.pdf,False
CoS,peroxidase,hexagonal,,,,,0.41,mM,5.82,10-8 M s-1,si,TMB + H2O2,0.04,0.16,,,0.5,mg/mL,3.5,25.0,10.1039/C6RA16619A,C6RA16619A,0,Sphere-like CoS with nanostructures as peroxidase mimics for colorimetric determination of H<sub>2</sub>O<sub>2</sub> and mercury ions,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA16619A.pdf,False
CoS,peroxidase,hexagonal,,,,,7.15,mM,2.65,10-8 M s-1,si,H2O2 + TMB,0.0,20.0,,,0.5,mg/mL,3.5,25.0,10.1039/C6RA16619A,C6RA16619A,0,Sphere-like CoS with nanostructures as peroxidase mimics for colorimetric determination of H<sub>2</sub>O<sub>2</sub> and mercury ions,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA16619A.pdf,False
MoS2,peroxidase,,5,5,5,Polyvinylpyrrolidone (PVP),0.000232,M,4.56e-08,M S-1,text,TMB + H2O2,0.4,2.0,10.0,mM,10.0,μg mL−1,4.0,25.0,10.1039/C6RA18050G,C6RA18050G,0,Synthesis of PVP-functionalized ultra-small MoS<sub>2</sub> nanoparticles with intrinsic peroxidase-like activity for H<sub>2</sub>O<sub>2</sub> and glucose detection,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA18050G.pdf,False
MoS2,peroxidase,,5,5,5,Polyvinylpyrrolidone (PVP),0.00366,M,4.76e-08,M S-1,text,H2O2 + TMB,0.0,15.0,1.0,mM,10.0,μg mL−1,4.0,25.0,10.1039/C6RA18050G,C6RA18050G,0,Synthesis of PVP-functionalized ultra-small MoS<sub>2</sub> nanoparticles with intrinsic peroxidase-like activity for H<sub>2</sub>O<sub>2</sub> and glucose detection,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA18050G.pdf,False
Au,peroxidase,,8.7,8.7,8.7,casein,0.035,mM,2.0,10-8 M s-1,text,TMB + H2O2,,,,,,,4.0,25.0,10.1039/C6RA23773H,C6RA23773H,0,Structural effects of amphiphilic protein/gold nanoparticle hybrid based nanozyme on peroxidase-like activity and silver-mediated inhibition,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA23773H.pdf,False
Au,peroxidase,,8.7,8.7,8.7,casein,191.0,mM,2.63,10-8 M s-1,text,H2O2 + TMB,,,,,,,4.0,25.0,10.1039/C6RA23773H,C6RA23773H,0,Structural effects of amphiphilic protein/gold nanoparticle hybrid based nanozyme on peroxidase-like activity and silver-mediated inhibition,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA23773H.pdf,False
Au,peroxidase,,4.2,4.2,4.2,casein,0.023,mM,3.57,10-8 M s-1,text,TMB + H2O2,,,,,,,4.0,25.0,10.1039/C6RA23773H,C6RA23773H,0,Structural effects of amphiphilic protein/gold nanoparticle hybrid based nanozyme on peroxidase-like activity and silver-mediated inhibition,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA23773H.pdf,False
Au,peroxidase,,4.2,4.2,4.2,casein,130.0,mM,4.05,10-8 M s-1,text,H2O2 + TMB,,,,,,,4.0,25.0,10.1039/C6RA23773H,C6RA23773H,0,Structural effects of amphiphilic protein/gold nanoparticle hybrid based nanozyme on peroxidase-like activity and silver-mediated inhibition,RSC Advances,2016,data/pdfs/pdf_nanozymes/C6RA23773H.pdf,False
