sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
1155,Ag,0,Escherichia coli,0,ATCC 25922,Green synthesis using Areca catechu L. nut,MBC,8,,,10.0,20.0,8.29,spherical,30.0,-30.5,water (deionized),50.0,30.0,AgNO3,1.0,,12.0,https://doi.org/10.1016/j.arabjc.2022.103763,10.1016/j.arabjc.2022.103763,145,Arabian Journal of Chemistry,Elsevier BV,2022,Eco-friendly synthesis of size-controlled silver nanoparticles by using Areca catechu nut aqueous extract and investigation of their potent antioxidant and anti-bacterial activities,True,True,gold,145_1-s2.0-S187853522200079X-main.pdf,1,data/pdfs/pdf_seltox/145_1-s2.0-S187853522200079X-main.pdf,False
1156,Ag,0,Salmonella typhimurium,0,ATCC 14028,Green synthesis using Areca catechu L. nut,MBC,8,,,10.0,20.0,8.29,spherical,30.0,-30.5,water (deionized),50.0,30.0,AgNO3,1.0,,12.0,https://doi.org/10.1016/j.arabjc.2022.103763,10.1016/j.arabjc.2022.103763,145,Arabian Journal of Chemistry,Elsevier BV,2022,Eco-friendly synthesis of size-controlled silver nanoparticles by using Areca catechu nut aqueous extract and investigation of their potent antioxidant and anti-bacterial activities,True,True,gold,145_1-s2.0-S187853522200079X-main.pdf,1,data/pdfs/pdf_seltox/145_1-s2.0-S187853522200079X-main.pdf,False
1157,Ag,0,Pseudomonas aeruginosa,0,ATCC 27853,Green synthesis using Areca catechu L. nut,MBC,16,,,10.0,20.0,8.29,spherical,30.0,-30.5,water (deionized),50.0,30.0,AgNO3,1.0,,12.0,https://doi.org/10.1016/j.arabjc.2022.103763,10.1016/j.arabjc.2022.103763,145,Arabian Journal of Chemistry,Elsevier BV,2022,Eco-friendly synthesis of size-controlled silver nanoparticles by using Areca catechu nut aqueous extract and investigation of their potent antioxidant and anti-bacterial activities,True,True,gold,145_1-s2.0-S187853522200079X-main.pdf,1,data/pdfs/pdf_seltox/145_1-s2.0-S187853522200079X-main.pdf,False
1158,Ag,0,Listeria monocytogenes,0,ATCC 51772,Green synthesis using Areca catechu L. nut,MBC,32,,,10.0,20.0,8.29,spherical,30.0,-30.5,water (deionized),50.0,30.0,AgNO3,1.0,,12.0,https://doi.org/10.1016/j.arabjc.2022.103763,10.1016/j.arabjc.2022.103763,145,Arabian Journal of Chemistry,Elsevier BV,2022,Eco-friendly synthesis of size-controlled silver nanoparticles by using Areca catechu nut aqueous extract and investigation of their potent antioxidant and anti-bacterial activities,True,True,gold,145_1-s2.0-S187853522200079X-main.pdf,1,data/pdfs/pdf_seltox/145_1-s2.0-S187853522200079X-main.pdf,False
1159,Ag,0,Staphylococcus aureus,0,ATCC 25923,Green synthesis using Areca catechu L. nut,MBC,8,,,10.0,20.0,8.29,spherical,30.0,-30.5,water (deionized),50.0,30.0,AgNO3,1.0,,12.0,https://doi.org/10.1016/j.arabjc.2022.103763,10.1016/j.arabjc.2022.103763,145,Arabian Journal of Chemistry,Elsevier BV,2022,Eco-friendly synthesis of size-controlled silver nanoparticles by using Areca catechu nut aqueous extract and investigation of their potent antioxidant and anti-bacterial activities,True,True,gold,145_1-s2.0-S187853522200079X-main.pdf,1,data/pdfs/pdf_seltox/145_1-s2.0-S187853522200079X-main.pdf,False
1160,Ag,0,Bacillus subtilis,0,ATCC 14579,Green synthesis using Areca catechu L. nut,MBC,64,,,10.0,20.0,8.29,spherical,30.0,-30.5,water (deionized),50.0,30.0,AgNO3,1.0,,12.0,https://doi.org/10.1016/j.arabjc.2022.103763,10.1016/j.arabjc.2022.103763,145,Arabian Journal of Chemistry,Elsevier BV,2022,Eco-friendly synthesis of size-controlled silver nanoparticles by using Areca catechu nut aqueous extract and investigation of their potent antioxidant and anti-bacterial activities,True,True,gold,145_1-s2.0-S187853522200079X-main.pdf,1,data/pdfs/pdf_seltox/145_1-s2.0-S187853522200079X-main.pdf,False
1161,Ag,1,Mycobacterium smegmatis,0,,Green synthesis using Clerodendrum serratum,MIC,1.562,,,9.0,60.0,,spherical,24.0,12.98,water (distilled),25.0,30.0,AgNO3,1.0,,,https://doi.org/10.1016/j.heliyon.2024.e31116,10.1016/j.heliyon.2024.e31116,146,Heliyon,Elsevier BV,2024,Facile green synthesis of silver nanoparticles derived from the medicinal plant Clerodendrum serratum and its biological activity against Mycobacterium species,True,True,green,146_1-s2.0-S2405844024071470-main.pdf,1,data/pdfs/pdf_seltox/146_1-s2.0-S2405844024071470-main.pdf,False
1162,Ag,1,Mycobacterium fortuitum,0,ATCC 6841,Green synthesis using Clerodendrum serratum,MIC,1.562,,,9.0,60.0,,spherical,24.0,12.98,water (distilled),25.0,30.0,AgNO3,1.0,,,https://doi.org/10.1016/j.heliyon.2024.e31116,10.1016/j.heliyon.2024.e31116,146,Heliyon,Elsevier BV,2024,Facile green synthesis of silver nanoparticles derived from the medicinal plant Clerodendrum serratum and its biological activity against Mycobacterium species,True,True,green,146_1-s2.0-S2405844024071470-main.pdf,1,data/pdfs/pdf_seltox/146_1-s2.0-S2405844024071470-main.pdf,False
1163,Ag,1,Mycobacterium marinum,0,ATCC 2275,Green synthesis using Clerodendrum serratum,MIC,0.781,,,9.0,60.0,,spherical,24.0,12.98,water (distilled),25.0,30.0,AgNO3,1.0,,,https://doi.org/10.1016/j.heliyon.2024.e31116,10.1016/j.heliyon.2024.e31116,146,Heliyon,Elsevier BV,2024,Facile green synthesis of silver nanoparticles derived from the medicinal plant Clerodendrum serratum and its biological activity against Mycobacterium species,True,True,green,146_1-s2.0-S2405844024071470-main.pdf,1,data/pdfs/pdf_seltox/146_1-s2.0-S2405844024071470-main.pdf,False
1164,Ag,1,Escherichia coli,0,ATCC 25922,Green synthesis using Scutellaria barbata,MIC,2.8,,,20.0,40.0,,spherical,24.0,,water,90.0,30.0,AgNO3,1.0,,,https://doi.org/10.1016/j.sjbs.2021.05.007,10.1016/j.sjbs.2021.05.007,147,Saudi Journal of Biological Sciences,Elsevier BV,2021,Green synthesis of silver nanoparticles from aqueous extract of Scutellaria barbata and coating on the cotton fabric for antimicrobial applications and wound healing activity in fibroblast cells (L929),False,True,hybrid,147_1-s2.0-S1319562X21003788-main.pdf,1,data/pdfs/pdf_seltox/147_1-s2.0-S1319562X21003788-main.pdf,False
1165,Ag,1,Staphylococcus aureus,0,ATCC 23235,Green synthesis using Scutellaria barbata,MIC,3.1,,,20.0,40.0,,spherical,24.0,,water,90.0,30.0,AgNO3,1.0,,,https://doi.org/10.1016/j.sjbs.2021.05.007,10.1016/j.sjbs.2021.05.007,147,Saudi Journal of Biological Sciences,Elsevier BV,2021,Green synthesis of silver nanoparticles from aqueous extract of Scutellaria barbata and coating on the cotton fabric for antimicrobial applications and wound healing activity in fibroblast cells (L929),False,True,hybrid,147_1-s2.0-S1319562X21003788-main.pdf,1,data/pdfs/pdf_seltox/147_1-s2.0-S1319562X21003788-main.pdf,False
1166,Ag,1,Pseudomonas aeruginosa,0,ATCC 15442,Green synthesis using Scutellaria barbata,MIC,3.4,,,20.0,40.0,,spherical,24.0,,water,90.0,30.0,AgNO3,1.0,,,https://doi.org/10.1016/j.sjbs.2021.05.007,10.1016/j.sjbs.2021.05.007,147,Saudi Journal of Biological Sciences,Elsevier BV,2021,Green synthesis of silver nanoparticles from aqueous extract of Scutellaria barbata and coating on the cotton fabric for antimicrobial applications and wound healing activity in fibroblast cells (L929),False,True,hybrid,147_1-s2.0-S1319562X21003788-main.pdf,1,data/pdfs/pdf_seltox/147_1-s2.0-S1319562X21003788-main.pdf,False
1167,Ag,1,Klebsiella pneumoniae,0,,Green synthesis using Scutellaria barbata,MIC,2.2,,,20.0,40.0,,spherical,24.0,,water,90.0,30.0,AgNO3,1.0,,,https://doi.org/10.1016/j.sjbs.2021.05.007,10.1016/j.sjbs.2021.05.007,147,Saudi Journal of Biological Sciences,Elsevier BV,2021,Green synthesis of silver nanoparticles from aqueous extract of Scutellaria barbata and coating on the cotton fabric for antimicrobial applications and wound healing activity in fibroblast cells (L929),False,True,hybrid,147_1-s2.0-S1319562X21003788-main.pdf,1,data/pdfs/pdf_seltox/147_1-s2.0-S1319562X21003788-main.pdf,False
1168,Ag,0,Escherichia coli,0,,Green synthesis using Rumex nervosus leaves,MIC,12.5,,,12.0,60.0,36.0,spherical,,-22.0,water (distilled),25.0,45.0,AgNO3,1.0,35.0,7.0,https://doi.org/10.1016/j.onano.2022.100084,10.1016/j.onano.2022.100084,148,OpenNano,Elsevier BV,2022,"Rumex nervosus mediated green synthesis of silver nanoparticles and evaluation of its in vitro antibacterial, and cytotoxic activity",True,True,gold,148_1-s2.0-S2352952022000469-main.pdf,1,data/pdfs/pdf_seltox/148_1-s2.0-S2352952022000469-main.pdf,False
1169,Ag,0,Staphylococcus aureus,0,,Green synthesis using Rumex nervosus leaves,MIC,12.5,,,12.0,60.0,36.0,spherical,,-22.0,water (distilled),25.0,45.0,AgNO3,1.0,35.0,7.0,https://doi.org/10.1016/j.onano.2022.100084,10.1016/j.onano.2022.100084,148,OpenNano,Elsevier BV,2022,"Rumex nervosus mediated green synthesis of silver nanoparticles and evaluation of its in vitro antibacterial, and cytotoxic activity",True,True,gold,148_1-s2.0-S2352952022000469-main.pdf,1,data/pdfs/pdf_seltox/148_1-s2.0-S2352952022000469-main.pdf,False
1170,Ag,0,Escherichia coli,0,ATCC 25922,Green synthesis using Astragalus sarcocolla,MIC,312.5,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1171,Ag,0,Klebsiella pneumoniae,0,ATCC 700603,Green synthesis using Astragalus sarcocolla,MIC,156.25,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1172,Ag,0,Staphylococcus aureus,0,ATCC 29213,Green synthesis using Astragalus sarcocolla,MIC,625,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1173,Ag,0,Enterococcus faecalis,0,ATCC 29212,Green synthesis using Astragalus sarcocolla,MIC,312.5,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1174,Ag,0,Candida albicans,0,ATCC 10231,Green synthesis using Astragalus sarcocolla,MIC,62.5,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1175,Ag,0,Escherichia coli,0,ATCC 25922,Green synthesis using Astragalus sarcocolla,MBC,312.5,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1176,Ag,0,Klebsiella pneumoniae,0,ATCC 700603,Green synthesis using Astragalus sarcocolla,MBC,156.25,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1177,Ag,0,Staphylococcus aureus,0,ATCC 29213,Green synthesis using Astragalus sarcocolla,MBC,625,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1178,Ag,0,Enterococcus faecalis,0,ATCC 29212,Green synthesis using Astragalus sarcocolla,MBC,312.5,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1179,Ag,0,Candida albicans,0,ATCC 10231,Green synthesis using Astragalus sarcocolla,MBC,62.5,,,14.36,17.16,15.76,spherical,24.0,-38.32,water,85.0,45.0,AgNO3,3.0,220.0,12.0,https://doi.org/10.1016/j.plana.2023.100052,10.1016/j.plana.2023.100052,149,Plant Nano Biology,Elsevier BV,2023,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",True,True,gold,149_1-s2.0-S2773111123000293-main.pdf,1,data/pdfs/pdf_seltox/149_1-s2.0-S2773111123000293-main.pdf,False
1180,Ag,0,Escherichia coli,0,ATCC 25922,Chemical synthesis using sodium citrate,MIC,2500,,,10.0,15.0,12.5,,24.0,,water (distilled),25.0,60.0,AgNO3,10.0,,,https://www.sciencedirect.com/science/article/pii/S2211715624002066?via%3Dihub,10.1016/j.rechem.2024.101510,134,Results in Chemistry,Elsevier BV,2024,"Green synthesis of non-toxic silver nanoparticles using Salvia tebesana Bunge extract: Optimization, cytotoxicity, and antibacterial activities",True,True,gold,134_1-s2.0-S2211715624002066-main.pdf,1,data/pdfs/pdf_seltox/134_1-s2.0-S2211715624002066-main.pdf,True
1181,Ag,0,Pseudomonas aeruginosa,0,ATCC 27853,Chemical synthesis using sodium citrate,MIC,2500,,,10.0,15.0,12.5,,24.0,,water (distilled),25.0,60.0,AgNO3,10.0,,,https://www.sciencedirect.com/science/article/pii/S2211715624002066?via%3Dihub,10.1016/j.rechem.2024.101510,134,Results in Chemistry,Elsevier BV,2024,"Green synthesis of non-toxic silver nanoparticles using Salvia tebesana Bunge extract: Optimization, cytotoxicity, and antibacterial activities",True,True,gold,134_1-s2.0-S2211715624002066-main.pdf,1,data/pdfs/pdf_seltox/134_1-s2.0-S2211715624002066-main.pdf,True
1182,Ag,0,Klebsiella pneumoniae,0,ATCC 9997,Chemical synthesis using sodium citrate,MIC,2500,,,10.0,15.0,12.5,,24.0,,water (distilled),25.0,60.0,AgNO3,10.0,,,https://www.sciencedirect.com/science/article/pii/S2211715624002066?via%3Dihub,10.1016/j.rechem.2024.101510,134,Results in Chemistry,Elsevier BV,2024,"Green synthesis of non-toxic silver nanoparticles using Salvia tebesana Bunge extract: Optimization, cytotoxicity, and antibacterial activities",True,True,gold,134_1-s2.0-S2211715624002066-main.pdf,1,data/pdfs/pdf_seltox/134_1-s2.0-S2211715624002066-main.pdf,True
1183,Ag,0,Staphylococcus aureus,0,ATCC 25923,Chemical synthesis using sodium citrate,MIC,2500,,,10.0,15.0,12.5,,24.0,,water (distilled),25.0,60.0,AgNO3,10.0,,,https://www.sciencedirect.com/science/article/pii/S2211715624002066?via%3Dihub,10.1016/j.rechem.2024.101510,134,Results in Chemistry,Elsevier BV,2024,"Green synthesis of non-toxic silver nanoparticles using Salvia tebesana Bunge extract: Optimization, cytotoxicity, and antibacterial activities",True,True,gold,134_1-s2.0-S2211715624002066-main.pdf,1,data/pdfs/pdf_seltox/134_1-s2.0-S2211715624002066-main.pdf,True
1184,Ag,0,Enterococcus faecalis,0,ATCC 29212,Chemical synthesis using sodium citrate,MIC,2500,,,10.0,15.0,12.5,,24.0,,water (distilled),25.0,60.0,AgNO3,10.0,,,https://www.sciencedirect.com/science/article/pii/S2211715624002066?via%3Dihub,10.1016/j.rechem.2024.101510,134,Results in Chemistry,Elsevier BV,2024,"Green synthesis of non-toxic silver nanoparticles using Salvia tebesana Bunge extract: Optimization, cytotoxicity, and antibacterial activities",True,True,gold,134_1-s2.0-S2211715624002066-main.pdf,1,data/pdfs/pdf_seltox/134_1-s2.0-S2211715624002066-main.pdf,True
1185,Ag,0,Staphylococcus aureus,0,MSSA ATCC 29213,Chemical synthesis using halloysite nanotubes,MIC,500,,,,,10.7,tubular,18.0,,ethanol,25.0,60.0,AgNO3,100.0,,,https://www.sciencedirect.com/science/article/pii/S2666934X23000259,10.1016/j.jciso.2023.100098,150,JCIS Open,Elsevier BV,2023,Antibacterial composites based on halloysite with silver nanoparticles and polyoxometalates,True,True,gold,150_1-s2.0-S2666934X23000259-main.pdf,1,data/pdfs/pdf_seltox/150_1-s2.0-S2666934X23000259-main.pdf,False
1186,Ag,0,Pseudomonas aeruginosa,1,RES-2352,Chemical synthesis using halloysite nanotubes,MIC,250,,,,,10.7,tubular,18.0,,ethanol,25.0,60.0,AgNO3,100.0,,,https://www.sciencedirect.com/science/article/pii/S2666934X23000259,10.1016/j.jciso.2023.100098,150,JCIS Open,Elsevier BV,2023,Antibacterial composites based on halloysite with silver nanoparticles and polyoxometalates,True,True,gold,150_1-s2.0-S2666934X23000259-main.pdf,1,data/pdfs/pdf_seltox/150_1-s2.0-S2666934X23000259-main.pdf,False
1187,Ag,0,Acinetobacter baumannii,1,MAR14-2675,Chemical synthesis using halloysite nanotubes,MIC,250,,,,,10.7,tubular,18.0,,ethanol,25.0,60.0,AgNO3,100.0,,,https://www.sciencedirect.com/science/article/pii/S2666934X23000259,10.1016/j.jciso.2023.100098,150,JCIS Open,Elsevier BV,2023,Antibacterial composites based on halloysite with silver nanoparticles and polyoxometalates,True,True,gold,150_1-s2.0-S2666934X23000259-main.pdf,1,data/pdfs/pdf_seltox/150_1-s2.0-S2666934X23000259-main.pdf,False
1188,Ag,0,Staphylococcus aureus,0,MSSA ATCC 29213,Chemical synthesis using halloysite nanotubes,MIC,1000,,,,,20.3,tubular,18.0,,ethanol,25.0,60.0,AgNO3,100.0,,,https://www.sciencedirect.com/science/article/pii/S2666934X23000259,10.1016/j.jciso.2023.100098,150,JCIS Open,Elsevier BV,2023,Antibacterial composites based on halloysite with silver nanoparticles and polyoxometalates,True,True,gold,150_1-s2.0-S2666934X23000259-main.pdf,1,data/pdfs/pdf_seltox/150_1-s2.0-S2666934X23000259-main.pdf,False
1189,Ag,0,Pseudomonas aeruginosa,1,RES-2352,Chemical synthesis using halloysite nanotubes,MIC,500,,,,,20.3,tubular,18.0,,ethanol,25.0,60.0,AgNO3,100.0,,,https://www.sciencedirect.com/science/article/pii/S2666934X23000259,10.1016/j.jciso.2023.100098,150,JCIS Open,Elsevier BV,2023,Antibacterial composites based on halloysite with silver nanoparticles and polyoxometalates,True,True,gold,150_1-s2.0-S2666934X23000259-main.pdf,1,data/pdfs/pdf_seltox/150_1-s2.0-S2666934X23000259-main.pdf,False
