sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
1840,Ag,Irregular,PVP,Commercial,Negative,121.0,-9.0,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,48,2.1,NRU,NeutralRed,89.463,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,BALB/c3T3,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1841,Ag,Irregular,PVP,Commercial,Negative,121.0,-9.0,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,48,3.1,NRU,NeutralRed,24.587,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,BALB/c3T3,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1842,Ag,Irregular,PVP,Commercial,Negative,121.0,-9.0,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,48,4.6,NRU,NeutralRed,0.61983,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,BALB/c3T3,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1843,Ag,Irregular,PVP,Commercial,Negative,121.0,-9.0,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,48,6.8,NRU,NeutralRed,0.20661,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,BALB/c3T3,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1844,Ag,Irregular,PVP,Commercial,Negative,121.0,-9.0,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,48,10.0,NRU,NeutralRed,0.41322,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,BALB/c3T3,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1845,Ag,Irregular,PVP,Commercial,Negative,,-11.3,12000.0,A,Rat,Lung,Macrophage,Adult,24,0.67,WST-1,TetrazoliumSalt,97.107,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,NR8383,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1846,Ag,Irregular,PVP,Commercial,Negative,,-11.3,12000.0,A,Rat,Lung,Macrophage,Adult,24,1.0,WST-1,TetrazoliumSalt,98.967,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,NR8383,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1847,Ag,Irregular,PVP,Commercial,Negative,,-11.3,12000.0,A,Rat,Lung,Macrophage,Adult,24,1.5,WST-1,TetrazoliumSalt,104.75,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,NR8383,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1848,Ag,Irregular,PVP,Commercial,Negative,,-11.3,12000.0,A,Rat,Lung,Macrophage,Adult,24,2.1,WST-1,TetrazoliumSalt,102.89,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,NR8383,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1849,Ag,Irregular,PVP,Commercial,Negative,,-11.3,12000.0,A,Rat,Lung,Macrophage,Adult,24,3.1,WST-1,TetrazoliumSalt,106.2,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,NR8383,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1850,Ag,Irregular,PVP,Commercial,Negative,,-11.3,12000.0,A,Rat,Lung,Macrophage,Adult,24,4.6,WST-1,TetrazoliumSalt,95.455,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,NR8383,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1851,Ag,Irregular,PVP,Commercial,Negative,,-11.3,12000.0,A,Rat,Lung,Macrophage,Adult,24,6.8,WST-1,TetrazoliumSalt,83.058,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,NR8383,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1852,Ag,Irregular,PVP,Commercial,Negative,,-11.3,12000.0,A,Rat,Lung,Macrophage,Adult,24,10.0,WST-1,TetrazoliumSalt,48.76,10.1016/j.tiv.2016.09.012,53,,20.0,-17.1,NR8383,Toxicology in Vitro,Elsevier BV,2016,"The applicability of conventional cytotoxicity assays to predict safety/toxicity of mesoporous silica nanoparticles, silver and gold nanoparticles and multi-walled carbon nanotubes",False,FALSE,closed,53_10.1016@j.tiv.2016.09.012.pdf,0,data/pdfs/pdf_cytotox/53_10.1016@j.tiv.2016.09.012.pdf,False
1853,SiO2,Sphere,,Sol-Gel Method,,,,,H,Human,Skin,Keratinocyte,Adult,4,25.0,MTT,TetrazoliumSalt,99.588,10.1002/jat.2953,54,,50.0,,HaCat,Journal of Applied Toxicology,Wiley,2013,Cytotoxicity of silica nanoparticles on HaCaT cells,False,TRUE,bronze,54_liang2013.pdf,1,data/pdfs/pdf_cytotox/54_liang2013.pdf,False
1854,SiO2,Sphere,,Sol-Gel Method,,,,,H,Human,Skin,Keratinocyte,Adult,4,75.0,MTT,TetrazoliumSalt,94.643,10.1002/jat.2953,54,,50.0,,HaCat,Journal of Applied Toxicology,Wiley,2013,Cytotoxicity of silica nanoparticles on HaCaT cells,False,TRUE,bronze,54_liang2013.pdf,1,data/pdfs/pdf_cytotox/54_liang2013.pdf,False
1855,SiO2,Sphere,,Sol-Gel Method,,,,,H,Human,Skin,Keratinocyte,Adult,4,100.0,MTT,TetrazoliumSalt,52.473,10.1002/jat.2953,54,,50.0,,HaCat,Journal of Applied Toxicology,Wiley,2013,Cytotoxicity of silica nanoparticles on HaCaT cells,False,TRUE,bronze,54_liang2013.pdf,1,data/pdfs/pdf_cytotox/54_liang2013.pdf,False
1856,SiO2,Sphere,,Sol-Gel Method,,,,,H,Human,Skin,Keratinocyte,Adult,4,200.0,MTT,TetrazoliumSalt,36.126,10.1002/jat.2953,54,,50.0,,HaCat,Journal of Applied Toxicology,Wiley,2013,Cytotoxicity of silica nanoparticles on HaCaT cells,False,TRUE,bronze,54_liang2013.pdf,1,data/pdfs/pdf_cytotox/54_liang2013.pdf,False
1857,SiO2,Sphere,,Sol-Gel Method,,,,,H,Human,Skin,Keratinocyte,Adult,4,400.0,MTT,TetrazoliumSalt,22.253,10.1002/jat.2953,54,,50.0,,HaCat,Journal of Applied Toxicology,Wiley,2013,Cytotoxicity of silica nanoparticles on HaCaT cells,False,TRUE,bronze,54_liang2013.pdf,1,data/pdfs/pdf_cytotox/54_liang2013.pdf,False
1858,SiO2,Sphere,,Sol-Gel Method,,,,,H,Human,Skin,Keratinocyte,Adult,4,500.0,MTT,TetrazoliumSalt,19.643,10.1002/jat.2953,54,,50.0,,HaCat,Journal of Applied Toxicology,Wiley,2013,Cytotoxicity of silica nanoparticles on HaCaT cells,False,TRUE,bronze,54_liang2013.pdf,1,data/pdfs/pdf_cytotox/54_liang2013.pdf,False
1859,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,72,1.0,MTT,TetrazoliumSalt,91.262,10.1016/j.toxlet.2012.07.009,55,,,,RAW264.7,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1860,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,72,3.0,MTT,TetrazoliumSalt,87.5,10.1016/j.toxlet.2012.07.009,55,,,,RAW264.7,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1861,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,72,10.0,MTT,TetrazoliumSalt,81.553,10.1016/j.toxlet.2012.07.009,55,,,,RAW264.7,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1862,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,72,30.0,MTT,TetrazoliumSalt,52.306,10.1016/j.toxlet.2012.07.009,55,,,,RAW264.7,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1863,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,72,100.0,MTT,TetrazoliumSalt,30.097,10.1016/j.toxlet.2012.07.009,55,,,,RAW264.7,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1864,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Macrophage,Adult,72,1.0,MTT,TetrazoliumSalt,108.01,10.1016/j.toxlet.2012.07.009,55,,,,J774A.1,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1865,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Macrophage,Adult,72,3.0,MTT,TetrazoliumSalt,107.14,10.1016/j.toxlet.2012.07.009,55,,,,J774A.1,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1866,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Macrophage,Adult,72,10.0,MTT,TetrazoliumSalt,106.26,10.1016/j.toxlet.2012.07.009,55,,,,J774A.1,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1867,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Macrophage,Adult,72,30.0,MTT,TetrazoliumSalt,94.072,10.1016/j.toxlet.2012.07.009,55,,,,J774A.1,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1868,Ag,Sphere,,Chemical Reduction,Negative,43.9,-16.2,10000.0,A,Mouse,Ascites,Macrophage,Adult,72,100.0,MTT,TetrazoliumSalt,64.764,10.1016/j.toxlet.2012.07.009,55,,,,J774A.1,Toxicology Letters,Elsevier BV,2012,"Cellular uptake, intracellular trafficking and cytotoxicity of silver nanoparticles",False,FALSE,closed,55_singh2012.pdf,0,data/pdfs/pdf_cytotox/55_singh2012.pdf,False
1869,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,24,0.5,CCK-8,TetrazoliumSalt,88.021,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1870,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,24,5.0,CCK-8,TetrazoliumSalt,85.069,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1871,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,24,50.0,CCK-8,TetrazoliumSalt,55.556,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1872,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,24,500.0,CCK-8,TetrazoliumSalt,12.5,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1873,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24,0.5,CCK-8,TetrazoliumSalt,97.049,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1874,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24,5.0,CCK-8,TetrazoliumSalt,94.444,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1875,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24,50.0,CCK-8,TetrazoliumSalt,92.014,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1876,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,24,500.0,CCK-8,TetrazoliumSalt,5.9028,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1877,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,48,0.5,CCK-8,TetrazoliumSalt,83.505,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1878,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,48,5.0,CCK-8,TetrazoliumSalt,69.931,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1879,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,48,50.0,CCK-8,TetrazoliumSalt,49.485,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1881,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,48,0.5,CCK-8,TetrazoliumSalt,99.485,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1882,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,48,5.0,CCK-8,TetrazoliumSalt,89.519,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1883,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,48,50.0,CCK-8,TetrazoliumSalt,85.911,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1884,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,48,500.0,CCK-8,TetrazoliumSalt,3.9519,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1885,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,72,0.5,CCK-8,TetrazoliumSalt,82.847,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1886,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,72,5.0,CCK-8,TetrazoliumSalt,59.691,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1887,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,72,50.0,CCK-8,TetrazoliumSalt,39.108,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1888,Ag,Sphere,,Commercial,,,,10000.0,H,Human,Embryo,Fibroblast,Embryonic,72,500.0,CCK-8,TetrazoliumSalt,1.5437,10.1155/2012/160145,56,,20.0,,EBF,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1889,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,72,0.5,CCK-8,TetrazoliumSalt,83.877,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1890,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,72,5.0,CCK-8,TetrazoliumSalt,81.818,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
1891,Ag,Sphere,,Commercial,,,,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,72,50.0,CCK-8,TetrazoliumSalt,58.834,10.1155/2012/160145,56,,20.0,,L929,Journal of Nanomaterials,Wiley,2012,Cytotoxicity of Silver Nanoparticles in Human Embryonic Stem CellГўВЂВђDerived Fibroblasts and an LГўВЂВђ929 Cell Line,False,TRUE,hybrid,56_peng2012.pdf,1,data/pdfs/pdf_cytotox/56_peng2012.pdf,False
